ticker,name,qs_score,tr_score,merged_score,merged_qs_score,merged_tr_score,probe_ok,probe_lvl,valuation_boost,val_PE,val_YoY,val_PEG,val_PE_trailing,val_PE_forward,tr_trend,tr_struct,tr_stability,tr_blowoff,tr_value,tr_valuation_boost,tr_final_score,merged_trend,merged_struct,merged_stability,merged_blowoff,merged_value,merged_valuation_boost,merged_final_score
PBF,PBF Energy,37.81781738725204,24.534222578315962,27.85512128054998,37.81781738725204,24.534222578315962,False,0,0.0,,-1.2493809857509928,,,,0.6584694448004488,0.0,3.6394,0.0,-5.0,0.0,24.534222578315962,0.6584694448004488,0.0,3.6394,0.0,-5.0,0.0,27.85512128054998
CIEN,Ciena,45.60865947680179,24.32475521320172,29.64573127910174,45.60865947680179,24.32475521320172,False,0,-2.0,181.89795,2.552,,181.89795,65.53676,0.312156623847813,0.0,3.057,0.0,-3.5,-2.0,24.32475521320172,0.312156623847813,0.0,3.057,0.0,-3.5,-2.0,27.64573127910174
SCLX,Scilex,48.41117849784825,20.036446858676207,27.130129768469217,48.41117849784825,20.036446858676207,False,0,0.0,,0.3631910855323578,,,,2.3757374833088223,0.0,-0.36680000000000007,0.0,-2.0,0.0,20.036446858676207,2.3757374833088223,0.0,-0.36680000000000007,0.0,-2.0,0.0,27.130129768469217
GALT,Galectin Therapeutics,38.957098802189904,22.042099799442273,26.27084955012918,38.957098802189904,22.042099799442273,False,0,0.0,,-0.14564359811035893,,,,0.10251620554587315,0.0,3.7722,0.0,-5.0,0.0,22.042099799442273,0.10251620554587315,0.0,3.7722,0.0,-5.0,0.0,26.27084955012918
BBIO,BridgeBio Pharma,40.42639901124421,21.293193294900025,26.076494723986073,40.42639901124421,21.293193294900025,False,0,0.0,,43.18,,,,1.7742030051898487,0.0,2.835,0.0,-7.2614480683692975,0.0,21.293193294900025,1.7742030051898487,0.0,2.835,0.0,-7.2614480683692975,0.0,26.076494723986073
RGEN,Repligen,36.80508434694548,28.07387092120967,30.256674277643622,36.80508434694548,28.07387092120967,False,0,-5.0,8125.5,0.219,,8125.5,91.29775,0.7094439966816461,0.0,3.7392000000000003,0.0,-3.93204815,-5.0,28.07387092120967,0.7094439966816461,0.0,3.7392000000000003,0.0,-3.93204815,-5.0,25.256674277643622
EXPD,Expeditors International of Washington,36.98214054962657,35.87464864568189,36.15152162166806,36.98214054962657,35.87464864568189,False,0,-11.0,23.324106,0.006,4.8198,23.324106,26.61896,-0.7821860425485337,0.0,3.679,0.0,2.9023892999999994,-11.0,35.87464864568189,-0.7821860425485337,0.0,3.679,0.0,2.9023892999999994,-11.0,25.15152162166806
ALB,Albemarle,58.3111108744162,49.86652781934687,51.97767358311421,58.3111108744162,49.86652781934687,False,0,-27.0,63.48913,-1.749581817580948,16.1694,,63.48913,2.098257331298533,0.0,3.2706,0.0,0.021190043465214685,-27.0,49.86652781934687,2.098257331298533,0.0,3.2706,0.0,0.021190043465214685,-27.0,24.97767358311421
LOMA,Loma Negra Cia Industrial Argentina,41.04153461358096,26.05688220183849,29.80304530477411,41.04153461358096,26.05688220183849,False,0,-5.0,185.83333,0.158,,185.83333,12.816092,1.0138854930961148,0.0,4.5931999999999995,0.0,-8.0,-5.0,26.05688220183849,1.0138854930961148,0.0,4.5931999999999995,0.0,-8.0,-5.0,24.80304530477411
HCC,Warrior Met Coal,45.69830650653879,34.33054984844215,37.17248901296631,45.69830650653879,34.33054984844215,False,0,-13.0,113.74242,0.001,,113.74242,18.720697,0.9609797492107095,0.0,3.9048000000000003,0.0,-3.4383643361477425,-13.0,34.33054984844215,0.9609797492107095,0.0,3.9048000000000003,0.0,-3.4383643361477425,-13.0,24.17248901296631
VSTM,Verastem,45.89090567474004,14.351534237355843,22.236377096701894,45.89090567474004,14.351534237355843,False,0,0.0,,-0.49526709169366007,,,,1.0742754771307932,0.0,3.7644,0.0,-11.0,0.0,14.351534237355843,1.0742754771307932,0.0,3.7644,0.0,-11.0,0.0,22.236377096701894
KYMR,Kymera Therapeutics,55.12164905395195,9.523598420914436,20.923111079173815,55.12164905395195,9.523598420914436,False,0,0.0,,-0.5232372994379499,,,,0.1596693313852584,0.0,3.3862,0.0,-10.486316697062595,0.0,9.523598420914436,0.1596693313852584,0.0,3.3862,0.0,-10.486316697062595,0.0,20.923111079173815
CGON,CG oncology,38.86197246162557,13.985471529400968,20.20459676245712,38.86197246162557,13.985471529400968,False,0,0.0,,37.744,,,,0.6540709119297589,0.0,4.1238,0.0,-10.318018836397894,0.0,13.985471529400968,0.6540709119297589,0.0,4.1238,0.0,-10.318018836397894,0.0,20.20459676245712
LYEL,Lyell Immunopharma,52.41526746679719,-4.858006242388701,9.460312184907771,52.41526746679719,-4.858006242388701,False,0,0.0,,-0.46183811244842987,,,,1.8667602881389722,0.0,-0.20379999999999995,0.0,-11.0,0.0,-4.858006242388701,1.8667602881389722,0.0,-0.20379999999999995,0.0,-11.0,0.0,9.460312184907771
LSRCY,Lasertec,42.76188108567767,-19.023433541808522,-3.5771048849369738,42.76188108567767,-19.023433541808522,False,0,12.0,28.008263,1.135,,28.008263,,-0.37108259058711374,0.0,-3.0708,0.0,-2.714875928571429,12.0,-19.023433541808522,-0.37108259058711374,0.0,-3.0708,0.0,-2.714875928571429,12.0,8.422895115063026
FORM,FormFactor,46.12831560054208,29.42366512930429,33.599827747113736,46.12831560054208,29.42366512930429,False,0,-27.0,91.51851,-0.15503659557939967,,91.51851,29.592813,-0.32357834694086884,0.0,4.626,0.0,-3.940211759631153,-27.0,29.42366512930429,-0.32357834694086884,0.0,4.626,0.0,-3.940211759631153,-27.0,6.599827747113736
PTGX,Protagonist Therapeutics,37.17383577324127,10.91437664878298,17.479241429897556,37.17383577324127,10.91437664878298,False,0,-13.0,129.39394,0.008,,129.39394,,0.04957205431544978,0.0,3.648,0.0,-8.626437676560943,-13.0,10.91437664878298,0.04957205431544978,0.0,3.648,0.0,-8.626437676560943,-13.0,4.479241429897556
DSV.TO,Discovery Silver,52.85609690986623,-8.832578792433258,6.5895901331416145,52.85609690986623,-8.832578792433258,False,0,-27.0,97.333336,-0.22611496647744936,,97.333336,,1.4720368550628853,0.0,-3.7632000000000003,0.0,-2.67079805,-27.0,-8.832578792433258,1.4720368550628853,0.0,-3.7632000000000003,0.0,-2.67079805,-27.0,-20.410409866858387
